private_id	age	gender	ethnicity	condition	valence	stimulus	valence_self_report	recognize_vid_self_report	recognize_vid_binary	partner_relationship	face_touching	gaze	AU_intensity	AU_activity	AU01	AU02	AU04	AU05	AU06	AU07	AU09	AU10	AU12	AU14	AU15	AU17	AU20	AU23	AU25	AU26	AU45	AU28_c	AU01_c	AU02_c	AU04_c	AU05_c	AU06_c	AU07_c	AU09_c	AU10_c	AU12_c	AU14_c	AU15_c	AU17_c	AU20_c	AU23_c	AU25_c	AU26_c	AU45_c
2040818	18	Female	White	social	amusement	Benny&Joon	Neutral	Noneverseenbefore	No	Friend	No	Partner	0.475843308	0.297115751	0.242882518	0.457288875	1.64479277	0.134992209	0.207279526	0.117182923	0.053166095	1.214621377	0.873147398	0.658909318	0.239591773	0.436419445	0.142349642	0.370663758	0.845200997	0.34621689	0.104630726	0	0.210034279	0.220941103	0.979744469	0.815830477	0.062324712	0.013711437	0.003739483	0.857899657	0.398878155	0.473667809	0.218448115	0.298223746	0.019632284	0.031162356	0.393892178	0.163290745	0.186662512
																																																	
2040818	18	Female	White	social	amusement	SomethingAboutMary	Pleasant	Noneverseenbefore	No	Friend	No	Screen	0.208938523	0.22926941	0.064295416	0.038476837	0.005248605	0.029185059	0.085745816	1.172061606	0.02976716	0.044249333	0.232020374	0.483640553	0.116616541	0.351486781	0.070962891	0.046310939	0.443761824	0.209478535	0.128646617	0	0.01843318	0.025951977	0.147465438	0.985690032	0.264855688	0.806936697	0	0.127819549	0.171962163	0.944215377	0.018190638	0.180208586	0.037836527	0.004123211	0.235265583	0.066456464	0.091438273
																																																	
2040818	18	Female	White	social	amusement	SomethingAboutMary(2)	Neutral	Noneverseenbefore	No	Friend	No	Screen	0.349498521	0.204795158	0.07648324	0.043960894	1.61377933	0.02997486	0.151226257	0.185069832	0.066865922	1.20225419	0.212324022	0.530488827	0.157117318	0.444240223	0.176039106	0.09975419	0.528608939	0.300541899	0.12274581	0	0.047486034	0.021787709	0.807541899	0.908938547	0.081564246	0.024301676	0.02877095	0.431843575	0.018994413	0.437709497	0.125977654	0.377374302	0.14301676	0.005865922	0.101675978	0.038547486	0.084916201
																																																	
2040818	18	Female	White	social	fear	BlairWitchProject	Unpleasant	Noneverseenbefore	No	Friend	Yes	Screen	0.191905923	0.133248869	0.081395292	0.063288377	1.203602256	0.043386464	0.000105444	0.064938695	0.028347229	0.563903874	0.000635115	0.024276606	0.087498774	0.311777832	0.094678764	0.052150564	0.2424718	0.274634625	0.125308975	0	0.00564002	0.105198627	0.864149093	0.960029426	0	0.007846984	0	0.02231486	0	0.056890633	0.040215792	0.128003923	0.049534085	0.020353114	0.018391368	0	0.119911721
																																																	
2040818	18	Female	White	social	fear	CopyCat	Neutral	Noneverseenbefore	No	Friend	No	Away	0.174390117	0.135783681	0.071297731	0.047670172	0.755022136	0.046831765	0.00908135	0.310271168	0.07497233	0.304407858	0.021560598	0.032938572	0.093060321	0.311690647	0.09005534	0.124609851	0.238893193	0.29399834	0.138270614	0	0.026009961	0.092695075	0.324017709	0.987825125	0.014111787	0.103763143	0.014941893	0.100996126	0.014388489	0.070282236	0.049806309	0.204205866	0.053956835	0.047315993	0.146651909	0.070005534	0.123132263
																																																	
